Company Numebr,CurrentRatio,QuickRatio,CashRatio,WorkingCapital,InterestCoverageRatio,CurrentLiabilityCoverage,CurrentLiabilityCoverage,AssetLiabilityRatio,LiabilityToTangibleAsset,LiabilityToTangibleAsset,LiabilityToTangibleAsset,LiabilityToTangibleAsset,LiabilityToTangibleAsset,ROA,NetProfitToCurrentAssetA,NetProfitToFixedAssetA,ROEA,EBIT,EBTAT,EBITToAsset,ReturnOnInvestedCapital,ReturnOnLongTermInvested,OperatingMarginRatio,OperatingCostRatio,OperatingProfiToRevenue,OperatingNetProfiToRevenue,GrossCostRatio,ManagementExpenseRate,FinancialExpenseRate,PeriodExpenseRate,ProfitToCost,ImpairmentLossToRevenue,EBITDAToRevenue,EBITToRevenue,ROEParentA,OperatingIncomeCashRatioA,OperatingIncomeCashRatioB,EquityAppreciationRatioA,EquityGrowthRatioA,FixedAssetsGrowthA,AssetsGrowthA,ReceivablesToIncome,ReceivableTurnoverA,InventoryTurnoverA,CurrentAssetToIncome,CurrentAssetTurnoverA,FixedAssetToIncome,FixedAssetTurnoverA,NoncurrentAssetTurnoverA,CapitalIntensity,AssetTurnoverA,EequityTurnoverA,labels
188,1.12424,1.046923,0.064234,34434561.79,2.857318,0.001645,0.039058,0.529223,0.543643,2.124147,1.124147,0.367017,8.573806,0.026098,0.053133,0.03508,0.032515,33347480.77,25470160.9,0.030832,0.031224,0.046102,0.267605,0.732395,0.051761,0.051336,0.948196,0.154389,0.036189,0.197424,0.072287,0.016687,0.159037,0.103402,0.038668,0.987161,0.001413,1.09776,0.09776,0.63372,0.362579,0.347085,2.881135,0.066447,18.114932,0.966184,1.035,1.463416,0.683333,0.418843,3.353712,0.298177,1
189,3.925269,2.742742,0.397314,26132303.57,-15.933788,0.091762,-131.961515,0.14659,0.161467,1.17177,0.17177,0,0,0.000875,0.001697,0.005063,0.001144,98980.21,56005.43475,0.001624,0.001025,0.001904,0.413669,0.586331,-0.006109,0.002675,1.013698,0.238797,-0.000279,0.35881,0.005002,0.044443,0.068219,0.004449,0.001144,0.843531,0.036844,1.00105,0.00105,-0.065777,-0.047813,0.926564,1.079256,0.474803,6.268503,1.576056,0.634495,0.528358,1.892657,0.859859,2.739037,0.365092,0
190,1.324061,0.644713,0.000896,14768495.49,103.126271,-0.144085,-810.635356,0.542746,0.614389,2.186968,1.186968,0.05534,0.160206,0.009458,0.01371,0.046775,0.020483,835357.86,835357.86,0.009458,0.019539,0.019687,0.300633,0.699367,0.039595,0.039712,0.969142,0.172299,0.000389,0.205099,0.043906,0.043001,0.19299,0.0401,0.02056,0.493686,-0.315214,1.020911,0.020911,-0.123111,0.141308,0.875515,1.142185,1.486204,510.412072,2.896637,0.345228,0.848984,1.177879,0.744374,4.240048,0.235846,0
192,1.524955,1.485976,0.479383,106348506.1,14.446395,0.166179,8.042027,0.57871,0.578747,2.373659,1.373659,0.138224,0.251832,0.13456,0.159081,0.730605,0.294328,60475383.27,52800683.96,0.152583,0.197703,0.474187,0.559526,0.440474,0.302214,0.263516,0.713389,0.157198,0.022446,0.261751,0.429803,0.007524,0.329255,0.324264,0.294328,1.009185,0.180512,2.744952,1.744952,44.228359,1.670046,0.55767,1.793175,0.042341,1.920381,1.656483,0.603689,0.360681,2.772531,2.133641,2.125166,0.470552,0
193,3.313814,2.9358,0.338911,35667660.9,4.549923,-0.617655,-25.216809,0.287073,0.287073,1.402669,0.402669,0,0,0.026188,0.020137,1.432278,0.02687,1717933,1318409.157,0.031993,0.032489,0.050754,0.427855,0.572145,0.025614,0.019656,0.946351,0.214554,0.007215,0.345286,0.027917,0.024552,0.038924,0.032827,0.02687,0.845198,-0.181935,1.302333,0.302333,-0.073436,0.158213,0.644131,1.552479,0.111347,10.017169,0.976108,1.024477,0.013723,72.868322,20.015236,1.02607,0.974593,0
194,3.49906,2.644968,0.156118,38335850.15,2.347552,-0.063647,-1.012281,0.312921,0.312921,1.455436,0.455436,0.071981,0.082138,0.04019,0.026271,0.323169,0.034735,2264245.88,2456508.795,0.038322,0.050799,0.052496,0.663441,0.336559,0.017688,0.034326,1.017143,0.26986,0.023479,0.664282,0.031613,0.011264,0.111609,0.055118,0.034735,1.152309,-0.023767,1.035985,0.035985,0.417012,0.092507,0.737408,1.356101,0.318937,17.153232,1.306626,0.76533,0.106216,9.414772,7.594679,1.438297,0.695267,0
195,1.458537,0.830765,0.015859,30645755.1,1.180614,-0.086428,-3.386786,0.601844,0.604621,2.511575,1.511575,0.014824,0.021928,0.019308,0.00472,0.037906,0.010302,2013585.4,3007456.151,0.017952,0.029532,0.044629,0.324409,0.675591,0.006441,0.00975,0.998248,0.176471,0.036142,0.263061,0.006954,0.052521,0.067537,0.042669,0.010302,1.036361,-0.122404,1.010409,0.010409,-0.069948,-0.023187,1.082077,0.924148,0.889085,44.523818,2.065661,0.484107,0.257207,3.887918,3.213416,2.376856,0.420724,0
196,1.788318,1.73399,0.14551,70602898.42,0.175357,0.024034,0.554588,0.531041,0.532565,2.132381,1.132381,0.005882,0.006663,0.005127,-0.018807,-0.88649,-0.037886,680620.04,640526.2437,0.004015,0.007194,0.009019,0.150408,0.849592,-0.039851,-0.016357,1.04209,0.089551,0.021077,0.113345,-0.01805,0.076256,0.005455,0.003696,-0.033619,0.877256,0.011689,1.129856,0.129856,-0.080273,-0.01704,0.605783,1.650757,0.026422,14.130304,0.86976,1.149743,0.018452,54.19516,19.643969,0.920666,1.08617,0
197,3.776699,3.557863,0.912792,28229188.79,-130.223312,-0.453219,-57.982836,0.212663,0.227029,1.270104,0.270104,0,0,-0.160714,-0.202171,-5.501112,-0.206234,-10348263.17,-7703322.865,-0.216466,-0.204123,-0.283785,0.177371,0.822629,-0.317467,-0.235434,1.322627,0.296893,0.00241,0.361734,-0.267038,0.136989,-0.270547,-0.31386,-0.193661,1.082574,-0.139748,1.066531,0.066531,1.635382,0.014399,0.555975,1.798643,0.067477,3.552962,1.164528,0.858717,0.042797,23.36588,3.50386,1.449928,0.68969,0
198,1.18409,0.577441,0.347658,30777355.95,4.625149,0.030328,0.681978,0.454659,0.599564,1.833715,0.833715,0.10586,0.899077,0.073754,0.122117,0.191711,0.103434,34387365.5,30843316.54,0.080236,0.087482,0.142532,0.245396,0.754604,0.098179,0.092796,0.905657,0.113388,0.028539,0.14487,0.115021,-0.007906,0.18612,0.131998,0.104344,0.805711,0.019463,1.159495,0.159495,-0.034629,0.033894,0.086452,11.56716,0.389319,4.48208,0.759895,1.315972,0.484041,2.065942,1.129647,1.645127,0.607856,0
200,1.213622,1.178939,1.004573,30381934.89,24.683506,0.852931,552.249293,0.817514,0.818507,5.479882,4.479882,0,0,0.02869,0.027644,5.903703,0.1503,5421952.46,4973046.359,0.031166,0.157219,0.292426,0.455633,0.544367,0.059606,0.054602,0.940394,0.092952,0.002514,0.374149,0.064811,0.019475,0.065011,0.062044,0.1503,1.501488,1.38812,5.950163,4.950163,-0.092308,7.425076,0.097535,10.252695,0.056445,0.611653,1.975134,0.506295,0.009249,108.123435,64.014953,1.990755,0.502322,0
201,4.18443285,3.540512051,1.152923659,48384488.05,-45.23125083,-0.107378497,-118.1836728,0.406456821,0.432192427,2.194531569,1.194518803,0.050695698,0.147190751,0.028917761,0.017878395,3.559029345,-0.074411655,12902613.71,10582609.3,0.038564422,-0.020100777,0.075066222,0.308878136,0.691468656,-0.240984208,-0.259684987,1.395153327,0.541562741,0.018993357,0.665643977,0.06469504,0.037133152,-0.111924352,-0.221803161,-0.06179446,1.070525289,-0.195930102,1.21963685,0.21963685,1.008515139,0.20129773,0.403035988,88.751197,0.322958746,46.106121,1.686880187,1.36705077,0.452008624,92.83275229,18.73326772,3.418450458,0.917678291,0
204,3.249468,2.629557,0.461435,114943502.7,-13.464951,0.253119,59.777738,0.26053,0.262769,1.35232,0.35232,0,0,-0.012019,-0.0155,-0.25195,-0.017746,-2913366.79,-2395783.324,-0.014854,-0.015973,-0.019869,0.199235,0.800765,-0.090035,-0.085013,1.356833,0.363119,0.007147,0.424891,-0.084346,0.105122,-0.007178,-0.096232,-0.017696,1.893016,0.427224,0.982774,-0.017226,-0.752027,-0.174533,1.631778,0.612828,1.046308,1.283983,5.48457,0.18233,0.33742,2.963667,1.006131,6.478476,0.154357,0
205,14.126314,14.100986,5.54476,25174045.88,-108.247434,1.558699,58.804428,0.037492,0.040953,1.038952,0.038952,0,0,-0.091308,-0.174281,-2.097489,-0.095898,-5502753.97,-4678375.556,-0.107573,-0.094865,-0.106515,0.47589,0.52411,-0.377971,-0.324121,1.383043,0.318963,0.00349,0.379211,-0.422037,0.467902,-0.217891,-0.377745,-0.091527,0.992562,0.205207,0.911545,-0.088455,-0.300741,-0.085481,1.088485,0.918708,0.003334,1.369898,1.859764,0.537703,0.154528,6.471311,0.605415,3.511523,0.284777,0
206,19.562682,16.873766,0.797989,9679091.31,-1208.845221,3.523507,1697.310139,0.020621,0.022306,1.021056,0.021056,0,0,-0.051712,-0.128293,-0.100115,-0.052844,-1308514.51,-1307571.79,-0.051749,-0.0528,-0.051478,0.763628,0.236372,-0.303858,-0.304579,1.462363,0.971639,0.000252,1.174276,-0.21607,0.001464,-0.021137,-0.304547,-0.052844,1.951185,0.427607,0.949808,-0.050192,-0.043316,-0.093889,1.119831,0.892992,0.326322,10.326035,2.374094,0.421213,3.04229,0.3287,0.28482,5.885081,0.169921,0
207,1.447603,0.854504,0.124939,97598738.38,9.553463,-0.029467,-1.903208,0.567556,0.612837,2.312438,1.312438,0.022388,0.039675,0.071673,0.07809,0.80067,0.145773,32252358.75,27530476.65,0.082485,0.119946,0.20822,0.192373,0.807627,0.062336,0.058401,0.935559,0.090041,0.007999,0.119943,0.07376,0.005573,0.098935,0.076416,0.156915,1.037922,-0.015223,1.279728,0.279728,-0.003288,0.68626,0.32528,3.074276,0.306411,15.492617,0.747871,1.33713,0.07294,13.709872,5.600335,0.926431,1.079411,0
208,1.65166,1.246677,0.084708,126163235.8,25.955013,-0.062173,-10.955354,0.585734,0.58583,2.413908,1.413908,0,0,0.07761,0.076786,6.105253,0.179318,28517254.85,25537500.88,0.086277,0.153673,0.228777,0.202933,0.797067,0.074483,0.066977,0.926435,0.062483,0.002997,0.108987,0.082546,0.017726,0.079388,0.077789,0.179318,0.97139,-0.032834,1.218499,0.218499,2.610359,0.159225,0.530859,1.88374,0.213874,22.354109,0.872249,1.146461,0.01097,91.154964,34.057297,0.901612,1.109125,0
209,15.885628,15.885628,8.997022,6506276.68,90.844781,2.023558,-149.360118,0.061527,0.061527,1.06556,0.06556,0,0,-0.075726,-0.076625,-3.312194,-0.079802,-537955.54,-537955.54,-0.075726,-0.08069,-0.077594,0.483592,0.516408,-0.248642,-0.249262,1.064719,0.46602,-0.002774,0.56252,-0.231028,-0.018714,-0.208579,-0.252037,-0.079802,1.472081,0.41438,0.926096,-0.073904,-0.372421,-0.061217,0.134516,7.434054,0,0.542773,3.253022,0.307406,0.075256,13.287986,13.287986,3.328278,0.300456,0
210,3.152564,2.693207,0.105916,108352901.1,14.637148,0.536783,42.813506,0.200824,0.211768,1.25129,0.25129,0,0,0.030675,0.044475,0.307909,0.035233,9237586.81,7575187.068,0.036855,0.036687,0.046926,0.3021,0.6979,0.092887,0.075304,0.919624,0.106252,0.006734,0.160423,0.106987,0.046342,0.185294,0.098563,0.035233,0.796929,0.288297,1.035762,0.035762,1.050344,0.069355,0.954957,1.047168,0.246713,17.579043,1.693189,0.590602,0.244565,4.088886,1.019159,2.67439,0.373917,0
211,5.399251,4.930253,1.007546,45474984.09,28.025078,-0.033427,-0.904708,0.163646,0.170357,1.195666,0.195666,0.011576,0.014472,0.133984,0.154451,1.3608,0.153404,10703673.36,8939193.358,0.159309,0.150409,0.20394,0.809713,0.190287,0.24729,0.204587,0.834393,0.505045,0.009065,0.610717,0.305829,0.020073,0.289209,0.254035,0.153404,0.666868,-0.008201,1.1812,0.1812,-0.013673,0.139068,0.617713,1.618875,0.11506,4.045582,1.324608,0.75494,0.150343,6.651438,3.703752,1.594605,0.627115,0
212,1.355338,0.976509,0.032151,12019306.64,-3.114845,-0.220173,-4.868076,0.540306,0.602039,2.175358,1.175358,0.136381,0.436797,-0.052062,-0.115499,-0.346847,-0.159271,-4765198.15,-4008180.82,-0.06589,-0.07501,-0.114844,0.351258,0.648742,-0.297784,-0.245417,1.347903,0.315633,0.070906,0.641496,-0.226136,0.051379,-0.136129,-0.220862,-0.159271,1.319126,-0.345178,0.862611,-0.137389,-0.030295,0.058166,1.158321,0.863319,0.593912,19.839331,2.124837,0.470624,0.707565,1.413297,0.81491,3.351966,0.298332,0
214,1.853317,1.469109,0.208125,33664953.55,-9.229043,0.153013,2.822739,0.387499,0.414205,1.632651,0.632651,0,0,-0.207167,-0.317719,-6.462132,-0.372526,-19737028.87,-20959539.57,-0.193859,-0.246614,-0.264662,0.526483,0.473517,-0.383366,-0.397608,1.389746,0.200846,0.036603,0.534126,-0.371577,0.377368,-0.306108,-0.337813,-0.358665,1.205728,0.103322,0.728584,-0.271416,-0.114577,-0.266733,0.701963,1.424576,0.259435,7.115619,1.251447,0.799075,0.061529,16.252518,2.036124,1.742576,0.573863,0
215,9.547217,8.852097,2.348247,48738253.99,-24.248087,0.062766,-5.959376,0.083663,0.086267,1.091302,0.091302,0,0,0.01593,0.021047,0.11384,0.018346,1456285.29,1100424.519,0.021367,0.017385,0.023533,0.454592,0.545408,0.059495,0.043684,0.940756,0.218543,-0.00229,0.313524,0.067305,0.064106,0.102549,0.055521,0.018346,0.850941,0.013645,1.018689,0.018689,-0.094338,-0.030948,0.98227,1.01805,0.151117,1.958862,2.07553,0.481805,0.383727,2.606017,1.912262,2.598471,0.384842,0
216,1.356613,0.763728,0.106133,30714415.09,3.788544,0.306443,5.376229,0.352024,0.41099,1.543268,0.543268,0.115211,0.883999,0.049302,0.093766,0.079911,0.052542,18598988.21,14884725.83,0.057798,0.053155,0.077938,0.317487,0.682513,0.100603,0.080996,0.942705,0.157533,0.036294,0.241066,0.109581,0.015966,0.217686,0.137501,0.054161,1.016167,0.195124,1.056258,0.056258,-0.00962,0.175127,0.197404,5.065745,0.377512,14.797509,0.863806,1.157668,1.013567,0.986615,0.659982,2.378998,0.420345,0
217,2.201321,1.836294,0.392359,62455868.37,77.797322,-0.424485,-58.18322,0.344308,0.361456,1.525106,0.525106,0.013203,0.021764,0.160053,0.213377,1.208778,0.240364,29508258.21,24737977.88,0.190444,0.224902,0.319419,0.313643,0.686357,0.29877,0.25831,0.885074,0.085049,0.004012,0.179749,0.355753,0.013847,0.3381,0.312132,0.239054,0.534945,-0.233438,1.272227,0.272227,0.008716,0.102213,0.512884,1.949758,0.20074,4.634551,1.210577,0.826052,0.213695,4.679569,2.3343,1.638971,0.610139,0
218,85.240956,85.240956,77.321804,11262929.05,76.663702,-43.335276,43.256172,0.011219,0.011219,1.011347,0.011347,0,0,-0.862553,-0.890166,-40.609254,-0.860973,-10268602.22,-10278967.25,-0.861695,-0.87234,-0.609214,0.905983,0.094017,-5.979357,-5.985452,6.502117,3.976183,-0.079026,4.036027,-1.447785,2.362993,-5.909808,-6.058442,-0.860287,1.015516,-3.418372,0.537353,-0.462647,-0.206702,-0.465141,0.057103,17.512214,0,0.163953,6.723974,0.148722,0.147391,6.78466,3.258694,7.030845,0.14223,0
219,2.641873,1.062322,0.904607,29133371.29,-68.678009,-0.177425,87.787627,0.359756,0.362057,1.561905,0.561905,0,0,0.037459,0.040178,2.346524,0.059643,2462923.88,1856407.169,0.049935,0.058508,0.080392,0.30568,0.69432,0.107927,0.081349,0.896672,0.164487,-0.001549,0.193246,0.121599,0.004726,0.133508,0.106378,0.033674,0.920088,-0.135977,1.063426,0.063426,-0.191207,0.186173,0.102915,9.716765,1.210556,1.442411,2.024712,0.493897,0.034668,28.8452,9.46973,2.130311,0.469415,0
220,1.358435,1.007333,0.120756,31613088.84,-251.094416,0.006047,-21.700593,0.657633,0.709237,2.920846,1.920846,0,0,0.026001,0.02931,13.7631,0.076479,6171134.9,3497680.856,0.046014,0.075944,0.139744,0.080292,0.919708,0.024354,0.013803,0.975561,0.04081,-9.70E-05,0.046667,0.025201,0.00601,0.026017,0.024257,0.076479,1.10309,0.002096,1.082813,0.082813,-0.150959,0.349973,0.28199,3.546227,0.121721,23.887024,0.470944,2.123394,0.001003,997.092588,17.786994,0.527165,1.896939,0
221,3.018994,2.788208,0.739718,35468751.24,-318.609892,-0.412545,284.31359,0.29143,0.313668,1.411293,0.411293,0.005381,0.006601,0.132287,0.152841,2.859908,0.187285,8121633.77,8080758.263,0.132959,0.17006,0.219863,0.605094,0.394906,0.103714,0.103758,0.908342,0.449778,-0.000326,0.492196,0.117555,0.015053,0.13969,0.103957,0.187285,0.905092,-0.092766,1.425506,0.425506,0.054502,0.15627,0.437175,2.287415,0.051895,6.011935,0.678863,1.473052,0.03628,27.56324,9.707883,0.781872,1.278982,0
224,1.262577,0.991591,0.156169,24432452.94,7.968773,-0.097515,-7.713437,0.554279,0.620926,2.243557,1.243557,0,0,0.052575,0.065113,0.376167,0.102233,9374037.34,8747193.579,0.05584,0.088414,0.132029,0.37845,0.62155,0.043064,0.040505,0.957297,0.130422,0.006229,0.32077,0.046064,0.013004,0.122667,0.049636,0.102233,0.900174,-0.048046,1.113874,0.113874,0.195422,0.237063,0.291754,3.427542,0.133515,12.99641,0.622072,1.60753,0.107678,9.286971,3.747695,0.888903,1.124982,0
226,1.162827,1.162827,0.149815,5937918.36,-14.575026,-0.00711,-0.327239,0.549023,0.550269,2.21741,1.21741,0.10807,0.678797,-0.158796,-0.294909,-0.485787,-0.375934,-11548199.39,-11702850.34,-0.156556,-0.245841,-0.26207,0.44939,0.55061,-0.207434,-0.194653,1.207746,0.466472,0.012333,0.610395,-0.165443,0.039372,-0.049754,-0.179748,-0.375934,1.12553,-0.004036,0.726779,-0.273221,-0.180351,-0.043336,0.341784,2.925822,0,11.759476,0.660044,1.51505,0.400696,2.495658,2.048766,1.148143,0.870972,0
227,2.453362,0.863241,0.082488,156962861.7,3.337747,0.03454,2.141036,0.388137,0.396226,1.634352,0.634352,0.002533,0.002765,0.01824,0.012656,0.800943,0.019618,5815325.49,4787859.205,0.020816,0.025358,0.034248,0.284528,0.715472,0.04328,0.037374,0.959138,0.179061,0.019418,0.232811,0.04787,0.001106,0.075349,0.064812,0.019618,0.918355,0.041575,1.02001,0.02001,-0.128687,0.168848,0.449471,2.224838,1.913982,10.071641,2.953041,0.338634,0.046663,21.430447,6.227649,3.113616,0.32117,0
229,3.832008,3.832008,0.133671,16167841.69,-32.483622,0.941663,15.655553,0.216009,0.216089,1.275524,0.275524,0,0,-0.315783,-0.397193,-20.010937,-0.419362,-11154469.07,-8429814.029,-0.422049,-0.351847,-0.445021,-0.082596,1.082596,-0.47314,-0.357568,1.495185,0.161187,0.01413,0.390373,-0.321215,-0.01132,-0.249912,-0.459009,-0.419362,1.513034,0.22122,0.704542,-0.295458,-0.300541,-0.41775,0.040327,24.796993,0,31.844383,0.900236,1.11082,0.017869,55.964046,5.337966,1.087573,0.919478,0
230,1.32397,1.061304,0.596787,14834522.87,3.13988,0.16643,3.387466,0.292117,0.300419,1.412662,0.412662,0.109025,1.301114,0.024067,0.051351,0.101967,0.019737,7063820.42,4567971.339,0.031701,0.026062,0.041547,0.532688,0.467312,0.076523,0.043917,0.940288,0.214962,0.031737,0.460477,0.073199,0.00042,0.189911,0.09965,0.020603,0.833616,0.107508,1.020134,0.020134,-0.020524,0.117586,0.113034,8.846912,0.169672,2.594026,0.855233,1.169271,0.430704,2.321778,0.437025,3.14343,0.318124,0
231,2.552821,1.414121,0.646561,183111948.3,-1.858369,0.191405,4.419599,0.316676,0.336913,1.463435,0.463435,0.033702,0.05241,-0.016598,-0.039167,-0.246943,-0.042849,-9490700.84,-7665588.579,-0.023569,-0.022382,-0.032746,0.354376,0.645624,-0.106958,-0.077288,1.122249,0.194042,0.033477,0.357565,-0.095385,0.111325,-0.019292,-0.062213,-0.040906,1.471713,0.147955,0.958813,-0.041187,-0.036463,-0.007834,0.30331,3.296954,0.880207,2.00085,1.973314,0.506762,0.31298,3.195095,1.500825,2.639614,0.378843,0
232,3.278523,2.473993,0.478911,202286171.5,11.793351,0.055604,2.034509,0.27915,0.279623,1.387251,0.387251,0,0,0.084429,0.083916,1.552043,0.106541,28615403.85,26688068.77,0.089976,0.103372,0.138361,0.496231,0.503769,0.161686,0.154641,0.870618,0.277331,0.015362,0.336321,0.19737,0.020369,0.198872,0.181171,0.113483,0.996194,0.031254,1.243405,0.243405,-0.015229,0.135225,1.023165,0.97736,0.452213,3.714878,1.842803,0.542652,0.099637,10.036436,5.856524,2.013553,0.496635,0
233,3.672054,3.127164,1.057359,16473528.14,-2713.91676,-0.103635,527.98777,0.266849,0.266849,1.363976,0.363976,0,0,0.121536,0.124085,18.319229,0.165844,3284137.81,2808073.576,0.14215,0.14083,0.207742,0.579901,0.420099,0.195839,0.164886,0.817017,0.208689,-7.10E-05,0.348785,0.250804,0.037522,0.196301,0.192768,0.165844,0.948622,-0.037503,1.153899,0.153899,-0.126579,0.391373,0.701424,1.42567,0.197181,2.613496,1.328815,0.75255,0.009001,111.102668,36.658902,1.356094,0.737412,0
234,3.494284,3.430073,0.564208,16884745.43,-144.828228,-0.203637,51.551076,0.28045,0.28045,1.389757,0.389757,0,0,0.14692,0.151053,15.313934,0.205723,3872757.51,3548533.986,0.160445,0.204183,0.248546,0.680376,0.319624,0.176118,0.161541,0.872797,0.397496,-0.001209,0.50114,0.214801,0.040088,0.184871,0.175092,0.205723,0.655169,-0.062323,1.259006,0.259006,0.024936,0.438339,0.798118,1.252948,0.019652,5.791175,1.06943,0.935078,0.010549,94.799023,45.750852,1.091288,0.916349,0
235,2.494908,2.092242,0.333303,76386018.07,2.545661,-0.002904,-0.193599,0.385233,0.385233,1.626633,0.626633,0,0,0.015936,0.010568,0.4259,0.016521,1951245.18,2218809.714,0.014711,0.022476,0.024128,0.452991,0.547009,0.013531,0.016552,1.205054,0.418527,0.009417,0.638585,0.012277,0.013307,0.032194,0.023973,0.016521,1.034104,-0.001823,1.016799,0.016799,0.794732,0.060588,0.924009,1.082241,0.252792,4.779064,1.566292,0.638451,0.038864,25.73092,15.783211,1.629651,0.613628,0
236,5.979074,4.33985,0.234698,207365981.4,-189.217728,0.123067,-87.955798,0.136715,0.159998,1.158366,0.158366,0.027261,0.043184,0.025607,0.038296,0.310415,0.029845,11026282.79,9486159.126,0.02979,0.028521,0.034536,0.549792,0.450208,0.07043,0.077284,0.956208,0.41517,-0.000472,0.478526,0.096724,0.017479,0.121293,0.089359,0.029845,1.062437,0.041537,1.030763,0.030763,4.626275,0.070815,0.837128,1.19456,0.553268,12.623901,2.018047,0.495529,0.248969,4.016562,1.0188,2.999594,0.333378,0
238,2.575912,2.086807,0.602311,11322399.75,22.832567,-0.153419,5.368246,0.343472,0.345222,1.523165,0.523165,0.006418,0.007932,-0.224098,-0.245359,-1.94615,-0.326571,-4688213.88,-4748870.817,-0.221359,-0.308863,-0.276573,0.35732,0.64268,-0.27047,-0.27178,1.289781,0.593534,-0.012289,0.655031,-0.206755,-0.013965,-0.102247,-0.280598,-0.326571,1.304363,-0.065972,0.753823,-0.246177,-0.478014,-0.263668,0.137312,7.28266,0.210322,3.86096,1.107681,0.902787,0.13965,7.160755,6.252611,1.267614,0.788884,0
239,1.948417,1.798006,0.281774,102416113.1,105.035011,0.08975,39.703019,0.41777,0.429945,1.717534,0.717534,0.018978,0.029215,0.087005,0.108689,0.600954,0.147856,25639893.93,23088187.77,0.096519,0.144943,0.175214,0.369786,0.630214,0.17659,0.158941,0.876704,0.15175,0.001697,0.206392,0.210981,0.0383,0.201345,0.178204,0.117916,0.883282,0.067361,1.189759,0.189759,0.077969,0.314081,0.669166,1.494398,0.112889,4.728547,1.462355,0.683829,0.264482,3.780981,2.604505,1.846305,0.541622,0
241,1.21628,0.625974,0.015649,38932719.64,-0.112043,-0.02883,-1.085406,0.66134,0.680494,2.952815,1.952815,0,0,0.000929,-0.020683,-0.135136,-0.049126,-535719.91,-456256.7505,-0.001968,0.001914,-0.00566,0.215534,0.784466,-0.054038,-0.040655,1.086972,0.1854,0.042926,0.252368,-0.04604,0.042171,0.031412,-0.00481,-0.049126,1.000265,-0.046592,0.953175,-0.046825,-0.143609,-0.141033,0.74248,1.346837,0.95399,39.541169,1.965623,0.508745,0.300846,3.323961,2.091866,2.443665,0.409221,0
242,2.962902,1.591321,0.741789,15925118.44,705.829799,-0.044454,-115.667798,0.323751,0.326288,1.478746,0.478746,0,0,0.086185,0.089717,5.397506,0.127262,2200826.72,2159697.67,0.087824,0.127446,0.138695,0.547183,0.452817,0.082989,0.081551,0.965928,0.312041,0.000118,0.480784,0.089014,0.022466,0.094137,0.083222,0.127262,1.097773,-0.013638,1.145819,0.145819,0.655369,0.120924,0.20512,4.875188,0.420782,4.394243,0.908977,1.100138,0.015109,66.185765,25.892509,0.947598,1.0553,0
243,1.953925,1.834336,0.147575,221535802.9,12.437744,0.260579,17.155325,0.47653,0.479002,1.910329,0.910329,0,0,0.077248,0.07519,1.342022,0.133741,43874414.45,37102057.68,0.090027,0.130392,0.184305,0.259847,0.740153,0.12829,0.109408,0.873013,0.096355,0.011312,0.113784,0.151509,0.015439,0.145222,0.14069,0.136343,1.550428,0.194053,1.154389,0.154389,0.015659,-0.069656,0.775254,1.2899,0.089058,9.099249,1.455092,0.687242,0.081525,12.266206,9.287731,1.562761,0.639893,0
245,2.898636,2.791209,0.041751,120571427.9,47.125248,-0.141439,-19.133391,0.334063,0.338534,1.501643,0.501643,0,0,0.093681,0.094196,32.463685,0.136968,22122488.51,17715014.46,0.116375,0.13431,0.187522,0.263124,0.736876,0.111775,0.097827,0.894829,0.088588,0.002649,0.118499,0.142822,0.036356,0.130923,0.124815,0.137642,0.922161,-0.050676,1.157646,0.157646,1.413394,0.122963,0.869905,1.149551,0.03849,66.84972,1.038556,0.962875,0.003013,331.846769,29.436508,1.072528,0.932377,0
246,1.20864,1.171824,0.64467,1631001.88,-124.570719,-1.072711,-85.369474,0.352313,0.352313,1.543956,0.543956,0,0,-0.558124,-1.321101,-58.113697,-0.868554,-12236381.18,-12382760.32,-0.551474,-0.861719,-0.59325,0.698089,0.301911,-0.796152,-0.806639,1.813761,1.445781,0.006348,1.458346,-0.452833,0.047658,-0.575533,-0.790756,-0.868554,1.421814,-0.541912,0.534627,-0.465373,-0.456772,-0.502914,0.161846,6.178708,0.018599,3.070553,0.610581,1.637785,0.01388,72.044232,1.214604,1.433895,0.697401,0
247,0.64582,0.42356,0.107478,-25116609.9,1.385165,0.064707,1.83948,0.569507,0.629694,2.322916,1.322916,0.239233,-0.880417,0.020827,0.019815,0.009317,0.012905,3455369.02,3263548.511,0.021153,0.029256,0.036206,0.302299,0.697701,0.010018,0.011224,0.995015,0.218498,0.030854,0.288675,0.012048,0.002504,0.081853,0.042738,0.012888,1.173959,0.056755,1.014027,0.014027,12.448306,0.15438,0.253143,3.950329,0.194945,10.607919,0.566452,1.765373,1.204736,0.830057,0.687799,2.020365,0.49496,0
248,10.926147,9.76079,4.475361,41258221.39,-451.19115,0.390405,-63.092997,0.087771,0.091505,1.096215,0.096215,0.006435,0.007271,0.20072,0.224976,11.266745,0.220588,11604446.88,10194625.33,0.228548,0.218617,0.266549,0.533338,0.466662,0.233321,0.216194,0.872345,0.358856,-0.000544,0.392884,0.286305,0.008812,0.271648,0.245548,0.220588,1.022501,0.034337,1.299114,0.299114,0.983449,0.014327,0.281801,3.548607,0.102494,2.540566,0.960967,1.040618,0.019189,52.113957,8.817221,1.074381,0.930768,0
